GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G01075","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01075",,,,,"ZCTA5 01075",,17527,17527,15783,393,23,706,9,223,390
"G01077","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01077",,,,,"ZCTA5 01077",,9502,9502,9157,85,24,77,3,37,119
"G01079","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01079",,,,,"ZCTA5 01079",,692,692,659,3,4,1,0,0,25
"G01080","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01080",,,,,"ZCTA5 01080",,2334,2334,2224,26,5,25,0,18,36
"G01081","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01081",,,,,"ZCTA5 01081",,1698,1698,1640,17,4,3,0,8,26
"G01082","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01082",,,,,"ZCTA5 01082",,10322,10322,9726,109,30,74,0,137,246
"G01083","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,"ZCTA5 01083",,2888,2888,2796,22,2,7,1,12,48
"G01084","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,"ZCTA5 01084",,176,176,170,0,0,0,1,2,3
"G01085","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,"ZCTA5 01085",,41117,41117,38164,648,107,530,10,902,756
"G01086","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,"ZCTA5 01086",,687,687,643,15,2,7,0,7,13
"G01088","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,"ZCTA5 01088",,670,670,647,12,0,2,0,0,9
"G01089","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,"ZCTA5 01089",,28391,28391,24508,939,65,1253,14,960,652
"G01092","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,"ZCTA5 01092",,1394,1394,1345,4,6,10,1,6,22
"G01093","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,"ZCTA5 01093",,325,325,319,3,0,0,0,0,3
"G01094","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,"ZCTA5 01094",,351,351,343,1,1,0,0,1,5
"G01095","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,"ZCTA5 01095",,14319,14319,13464,309,10,286,1,77,172
"G01096","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,"ZCTA5 01096",,2217,2217,2162,4,2,7,0,16,26
"G01097","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,"ZCTA5 01097",,111,111,109,0,0,0,0,0,2
"G01098","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,"ZCTA5 01098",,1101,1101,1071,1,0,10,0,0,19
"G01103","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,"ZCTA5 01103",,2479,2479,1191,450,24,63,1,624,126
"G01104","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,"ZCTA5 01104",,22865,22865,12987,3107,180,347,14,5101,1129
"G01105","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,"ZCTA5 01105",,12350,12350,4643,2909,142,127,9,3894,626
"G01106","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,"ZCTA5 01106",,16021,16021,14798,179,5,759,3,76,201
"G01107","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,"ZCTA5 01107",,11611,11611,4975,1329,98,58,16,4408,727
"G01108","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,"ZCTA5 01108",,26688,26688,13278,5122,161,1596,24,5249,1258
"G01109","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,"ZCTA5 01109",,30250,30250,10179,13140,205,340,31,4814,1541
"G01118","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,"ZCTA5 01118",,14071,14071,10473,1990,25,527,10,566,480
"G01119","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,"ZCTA5 01119",,14152,14152,8926,3050,77,243,11,1297,548
"G01128","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,"ZCTA5 01128",,2631,2631,2144,267,4,81,4,68,63
"G01129","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,"ZCTA5 01129",,7019,7019,4912,1215,30,193,3,407,259
"G01151","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,"ZCTA5 01151",,8698,8698,5407,1482,41,139,5,1182,442
"G01199","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,"ZCTA5 01199",,0,0,0,0,0,0,0,0,0
"G01201","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,"ZCTA5 01201",,46504,46504,41224,2378,94,562,7,882,1357
"G01220","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,"ZCTA5 01220",,8603,8603,8344,56,15,42,2,19,125
"G01222","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,"ZCTA5 01222",,829,829,799,14,1,0,0,5,10
"G01223","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,"ZCTA5 01223",,2314,2314,2250,11,5,8,0,19,21
"G01224","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,"ZCTA5 01224",,182,182,170,1,0,8,0,0,3
"G01225","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,"ZCTA5 01225",,3117,3117,3049,15,5,12,0,7,29
"G01226","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,"ZCTA5 01226",,6945,6945,6725,49,3,54,1,37,76
"G01229","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,"ZCTA5 01229",,95,95,93,1,0,0,0,0,1
"G01230","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,"ZCTA5 01230",,8430,8430,7770,206,27,126,2,122,177
"G01235","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,"ZCTA5 01235",,2766,2766,2704,17,7,9,0,4,25
"G01236","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,"ZCTA5 01236",,1509,1509,1425,15,1,12,0,13,43
"G01237","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,"ZCTA5 01237",,2496,2496,2409,42,1,11,1,9,23
"G01238","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,"ZCTA5 01238",,6047,6047,5716,62,10,100,1,96,62
"G01240","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,"ZCTA5 01240",,4534,4534,4295,61,8,64,2,34,70
"G01242","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,"ZCTA5 01242",,476,476,457,0,0,8,0,4,7
"G01243","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,"ZCTA5 01243",,334,334,331,0,0,1,0,1,1
"G01244","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,"ZCTA5 01244",,151,151,150,0,0,0,0,0,1
"G01245","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,"ZCTA5 01245",,985,985,963,14,0,1,0,4,3
"G01247","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,"ZCTA5 01247",,16087,16087,15083,319,45,108,8,152,372
"G01253","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,"ZCTA5 01253",,731,731,710,0,3,4,0,4,10
"G01254","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,"ZCTA5 01254",,972,972,953,3,2,6,0,3,5
"G01255","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,"ZCTA5 01255",,915,915,882,8,1,7,2,3,12
"G01256","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,"ZCTA5 01256",,692,692,649,13,4,2,0,0,24
"G01257","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,"ZCTA5 01257",,2121,2121,2018,20,5,11,0,36,31
"G01258","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,"ZCTA5 01258",,374,374,363,4,0,2,0,1,4
"G01259","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,"ZCTA5 01259",,635,635,619,1,0,7,0,4,4
"G01260","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,"ZCTA5 01260",,240,240,232,6,0,1,0,0,1
"G01262","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,"ZCTA5 01262",,1238,1238,1185,10,1,16,0,12,14
"G01264","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,"ZCTA5 01264",,137,137,135,0,1,1,0,0,0
"G01266","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,"ZCTA5 01266",,1463,1463,1414,13,0,18,0,9,9
"G01267","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,"ZCTA5 01267",,7989,7989,7009,225,9,401,4,77,264
"G01270","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,"ZCTA5 01270",,778,778,744,6,2,5,0,1,20
"G01301","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,"ZCTA5 01301",,17700,17700,16358,297,61,247,5,284,448
"G01330","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,"ZCTA5 01330",,1506,1506,1450,5,8,8,0,0,35
"G01331","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,"ZCTA5 01331",,13263,13263,12661,133,29,93,0,119,228
"G01337","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,"ZCTA5 01337",,2596,2596,2541,4,4,10,0,7,30
"G01338","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,"ZCTA5 01338",,187,187,184,0,0,0,0,0,3
"G01339","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,"ZCTA5 01339",,1438,1438,1389,3,7,13,0,1,25
"G01340","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,"ZCTA5 01340",,1701,1701,1641,8,1,13,0,5,33
"G01341","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,"ZCTA5 01341",,1833,1833,1768,3,7,11,2,3,39
"G01342","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,"ZCTA5 01342",,1492,1492,1410,20,0,23,1,4,34
"G01343","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,"ZCTA5 01343",,75,75,73,0,0,0,0,0,2
"G01344","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,"ZCTA5 01344",,1498,1498,1455,5,1,4,0,7,26
"G01346","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,"ZCTA5 01346",,533,533,516,3,1,0,0,1,12
"G01347","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,"ZCTA5 01347",,166,166,154,1,1,2,0,0,8
"G01349","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,"ZCTA5 01349",,1091,1091,1044,6,6,10,0,7,18
"G01350","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,"ZCTA5 01350",,121,121,115,3,0,3,0,0,0
"G01351","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,"ZCTA5 01351",,2270,2270,2136,14,3,24,0,35,58
"G01354","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,"ZCTA5 01354",,1500,1500,1449,13,3,19,0,2,14
"G01355","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,"ZCTA5 01355",,878,878,851,2,2,8,0,5,10
"G01360","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,"ZCTA5 01360",,3032,3032,2944,13,6,9,0,18,42
"G01364","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,"ZCTA5 01364",,7969,7969,7578,81,31,87,1,56,135
"G01366","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,"ZCTA5 01366",,1277,1277,1256,2,1,5,0,3,10
"G01367","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,"ZCTA5 01367",,522,522,510,4,2,0,0,1,5
"G01368","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,"ZCTA5 01368",,1261,1261,1222,7,9,9,0,4,10
"G01370","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,"ZCTA5 01370",,4084,4084,3934,17,9,40,0,10,74
"G01373","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,"ZCTA5 01373",,4600,4600,4392,30,3,81,1,27,66
"G01375","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,"ZCTA5 01375",,3684,3684,3208,106,15,190,1,64,100
"G01376","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,"ZCTA5 01376",,5247,5247,4815,81,19,31,2,135,164
"G01378","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,"ZCTA5 01378",,774,774,756,0,4,7,0,0,7
"G01379","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,"ZCTA5 01379",,813,813,776,15,7,6,0,4,5
"G01420","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,"ZCTA5 01420",,40337,40337,31545,2049,134,1465,13,3657,1474
"G01430","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,"ZCTA5 01430",,6089,6089,5818,59,8,71,2,38,93
"G01431","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,"ZCTA5 01431",,3074,3074,2986,12,5,10,1,11,49
"G01432","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,"ZCTA5 01432",,7089,7089,6038,332,19,264,16,172,248
"G01434","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,"ZCTA5 01434",,1795,1795,1376,351,0,48,0,14,6
"G01436","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,"ZCTA5 01436",,3336,3336,3228,28,4,19,0,9,48
"G01438","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,"ZCTA5 01438",,559,559,543,3,0,0,0,11,2
"G01440","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,"ZCTA5 01440",,20347,20347,18612,570,64,293,10,349,449
"G01450","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,"ZCTA5 01450",,10646,10646,10111,46,7,294,1,36,151
"G01451","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,"ZCTA5 01451",,4747,4747,4439,20,3,164,3,9,109
"G01452","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,"ZCTA5 01452",,4382,4382,4270,26,2,21,0,17,46
"G01453","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,"ZCTA5 01453",,40883,40883,34297,2062,72,1127,23,2153,1149
"G01460","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,"ZCTA5 01460",,8924,8924,8328,54,10,352,0,18,162
"G01462","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,"ZCTA5 01462",,10086,10086,9600,90,17,157,0,67,155
"G01463","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,"ZCTA5 01463",,11497,11497,11082,60,20,134,2,41,158
"G01464","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,"ZCTA5 01464",,7211,7211,6213,579,16,201,6,70,126
"G01467","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,"ZCTA5 01467",,316,316,294,0,1,11,0,0,10
"G01468","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,"ZCTA5 01468",,4021,4021,3886,25,6,23,0,10,71
"G01469","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,"ZCTA5 01469",,6801,6801,6570,40,15,64,0,30,82
"G01473","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,"ZCTA5 01473",,7277,7277,7007,65,14,73,0,36,82
"G01474","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,"ZCTA5 01474",,2125,2125,2054,16,3,11,0,5,36
"G01475","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,"ZCTA5 01475",,10270,10270,9642,154,17,190,0,95,172
"G01501","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,"ZCTA5 01501",,16075,16075,15260,176,23,298,3,94,221
"G01503","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,"ZCTA5 01503",,2866,2866,2752,19,9,40,0,10,36
"G01504","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,"ZCTA5 01504",,9026,9026,8704,82,22,71,3,28,116
"G01505","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,"ZCTA5 01505",,4355,4355,4061,30,9,159,0,29,67
"G01506","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,"ZCTA5 01506",,3390,3390,3299,10,5,7,0,4,65
"G01507","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,"ZCTA5 01507",,12981,12981,12488,90,23,120,9,68,183
"G01510","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,"ZCTA5 01510",,13606,13606,11845,470,47,182,5,746,311
"G01515","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,"ZCTA5 01515",,2183,2183,2121,11,5,6,0,7,33
"G01516","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,"ZCTA5 01516",,8500,8500,8210,45,15,76,3,19,132
"G01518","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,"ZCTA5 01518",,2974,2974,2814,19,15,41,0,37,48
"G01519","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,"ZCTA5 01519",,6595,6595,6160,56,1,253,0,41,84
"G01520","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,"ZCTA5 01520",,13997,13997,13137,163,11,438,2,64,182
"G01521","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,"ZCTA5 01521",,2481,2481,2404,15,11,11,0,10,30
"G01522","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,"ZCTA5 01522",,3310,3310,3144,21,0,79,0,32,34
"G01523","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,"ZCTA5 01523",,7582,7582,6644,514,5,133,0,173,113
"G01524","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,"ZCTA5 01524",,6696,6696,6283,97,19,127,1,60,109
"G01525","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,"ZCTA5 01525",,290,290,287,0,0,2,0,1,0
"G01527","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,"ZCTA5 01527",,13246,13246,12482,177,26,248,9,90,214
"G01529","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,"ZCTA5 01529",,3190,3190,3105,15,7,29,0,4,30
"G01531","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,"ZCTA5 01531",,999,999,974,4,4,6,0,1,10
"G01532","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,"ZCTA5 01532",,14155,14155,12405,142,16,1158,3,132,299
"G01534","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,"ZCTA5 01534",,5631,5631,5408,31,12,60,0,25,95
"G01535","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,"ZCTA5 01535",,4680,4680,4544,16,19,13,3,9,76
"G01536","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,"ZCTA5 01536",,6888,6888,6163,190,9,371,0,41,114
"G01537","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01537",,,,,"ZCTA5 01537",,2248,2248,2166,14,1,21,1,15,30
"G01540","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01540",,,,,"ZCTA5 01540",,11291,11291,10743,121,18,121,2,133,153
"G01541","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01541",,,,,"ZCTA5 01541",,3413,3413,3318,16,2,40,0,1,36
"G01542","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01542",,,,,"ZCTA5 01542",,2202,2202,2080,25,12,22,0,42,21
"G01543","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01543",,,,,"ZCTA5 01543",,7973,7973,7625,92,6,126,1,35,88
"G01545","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01545",,,,,"ZCTA5 01545",,35299,35299,28028,634,32,5437,5,525,638
"G01550","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01550",,,,,"ZCTA5 01550",,16719,16719,13580,431,88,310,3,1823,484
"G01560","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01560",,,,,"ZCTA5 01560",,4527,4527,3543,57,16,755,2,44,110
"G01561","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01561",,,,,"ZCTA5 01561",,330,330,177,108,2,4,0,26,13
"G01562","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01562",,,,,"ZCTA5 01562",,11688,11688,11249,74,26,84,8,102,145
"G01564","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01564",,,,,"ZCTA5 01564",,7808,7808,7571,55,14,68,5,23,72
"G01566","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01566",,,,,"ZCTA5 01566",,6294,6294,6002,37,10,143,0,33,69
"G01568","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01568",,,,,"ZCTA5 01568",,7480,7480,7130,57,12,162,1,19,99
"G01569","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01569",,,,,"ZCTA5 01569",,13569,13569,13039,115,19,140,2,62,192
"G01570","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01570",,,,,"ZCTA5 01570",,16767,16767,15293,482,50,184,0,392,366
"G01571","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01571",,,,,"ZCTA5 01571",,11390,11390,10876,136,16,95,1,103,163
"G01581","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01581",,,,,"ZCTA5 01581",,18272,18272,14143,273,30,3188,4,286,348
"G01583","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01583",,,,,"ZCTA5 01583",,7591,7591,7053,340,17,63,2,66,50
"G01585","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01585",,,,,"ZCTA5 01585",,4554,4554,4414,32,10,24,0,13,61
"G01588","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01588",,,,,"ZCTA5 01588",,9733,9733,9330,77,11,97,1,80,137
"G01590","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01590",,,,,"ZCTA5 01590",,8875,8875,8603,39,12,84,8,20,109
"G01602","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01602",,,,,"ZCTA5 01602",,22819,22819,18446,1852,50,1056,3,704,708
"G01603","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01603",,,,,"ZCTA5 01603",,19916,19916,12548,2272,119,2105,11,2060,801
"G01604","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01604",,,,,"ZCTA5 01604",,34677,34677,24770,3896,95,2070,30,2458,1358
"G01605","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01605",,,,,"ZCTA5 01605",,26221,26221,16438,4425,124,1196,3,2762,1273
"G01606","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01606",,,,,"ZCTA5 01606",,19077,19077,15705,1576,56,709,5,486,540
"G01607","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01607",,,,,"ZCTA5 01607",,8351,8351,5480,1517,32,437,1,588,296
"G01608","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01608",,,,,"ZCTA5 01608",,3888,3888,2041,653,50,211,0,737,196
"G01609","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01609",,,,,"ZCTA5 01609",,22421,22421,16467,1984,85,1370,16,1812,687
"G01610","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01610",,,,,"ZCTA5 01610",,23945,23945,14078,2877,144,1875,16,3597,1358
"G01611","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01611",,,,,"ZCTA5 01611",,2242,2242,1999,114,2,32,6,38,51
"G01612","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01612",,,,,"ZCTA5 01612",,4845,4845,4590,110,4,62,1,16,62
"G01701","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01701",,,,,"ZCTA5 01701",,31217,31217,26072,1196,48,1996,8,1150,747
"G01702","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01702",,,,,"ZCTA5 01702",,37206,37206,23124,2804,157,2352,39,6304,2426
"G01718","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01718",,,,,"ZCTA5 01718",,469,469,309,2,2,138,0,2,16
"G01719","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01719",,,,,"ZCTA5 01719",,4996,4996,4023,24,2,814,1,32,100
"G01720","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01720",,,,,"ZCTA5 01720",,21361,21361,16564,231,16,3920,3,261,366
"G01721","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01721",,,,,"ZCTA5 01721",,16593,16593,13978,391,23,1452,3,437,309
"G01730","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01730",,,,,"ZCTA5 01730",,13221,13221,11358,297,19,1249,7,51,240
