GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G74333","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74333",,,,,"ZCTA5 74333",,1221,1221,836,6,256,1,3,9,110
"G74337","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74337",,,,,"ZCTA5 74337",,5060,5060,3869,35,646,12,3,14,481
"G74338","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74338",,,,,"ZCTA5 74338",,5480,5480,3404,14,1330,81,20,67,564
"G74339","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74339",,,,,"ZCTA5 74339",,2606,2606,1676,8,390,14,5,385,128
"G74340","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74340",,,,,"ZCTA5 74340",,311,311,227,0,53,0,0,1,30
"G74342","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74342",,,,,"ZCTA5 74342",,2927,2927,1734,4,809,60,1,54,265
"G74343","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74343",,,,,"ZCTA5 74343",,3100,3100,2200,24,575,16,6,5,274
"G74344","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74344",,,,,"ZCTA5 74344",,14412,14412,11427,35,1823,89,8,121,909
"G74346","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74346",,,,,"ZCTA5 74346",,7864,7864,4330,18,2437,175,0,148,756
"G74347","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74347",,,,,"ZCTA5 74347",,2593,2593,1451,9,858,24,1,15,235
"G74349","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74349",,,,,"ZCTA5 74349",,318,318,244,0,38,1,0,3,32
"G74350","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74350",,,,,"ZCTA5 74350",,862,862,612,6,170,6,1,7,60
"G74352","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74352",,,,,"ZCTA5 74352",,6803,6803,4059,4,2037,28,6,33,636
"G74354","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74354",,,,,"ZCTA5 74354",,18126,18126,12566,205,3251,96,272,300,1436
"G74358","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74358",,,,,"ZCTA5 74358",,270,270,144,1,67,2,9,15,32
"G74359","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74359",,,,,"ZCTA5 74359",,656,656,208,0,383,6,0,1,58
"G74360","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74360",,,,,"ZCTA5 74360",,31,31,23,0,3,0,0,0,5
"G74361","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74361",,,,,"ZCTA5 74361",,16293,16293,11554,92,2871,71,6,242,1457
"G74363","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74363",,,,,"ZCTA5 74363",,2892,2892,1974,2,713,9,5,20,169
"G74364","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74364",,,,,"ZCTA5 74364",,1750,1750,892,1,583,80,0,17,177
"G74365","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74365",,,,,"ZCTA5 74365",,5110,5110,2569,4,1976,3,0,5,553
"G74366","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74366",,,,,"ZCTA5 74366",,1474,1474,915,0,408,6,0,1,144
"G74367","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74367",,,,,"ZCTA5 74367",,587,587,433,2,89,1,0,8,54
"G74368","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74368",,,,,"ZCTA5 74368",,117,117,65,0,40,0,0,0,12
"G74369","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74369",,,,,"ZCTA5 74369",,1803,1803,1288,7,357,6,0,9,136
"G74370","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74370",,,,,"ZCTA5 74370",,3537,3537,2485,3,792,0,2,10,245
"G74401","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74401",,,,,"ZCTA5 74401",,17476,17476,8183,5064,2321,125,3,315,1465
"G74403","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74403",,,,,"ZCTA5 74403",,30709,30709,19674,1638,5603,231,12,1190,2361
"G74421","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74421",,,,,"ZCTA5 74421",,4607,4607,3203,373,547,7,0,58,419
"G74422","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74422",,,,,"ZCTA5 74422",,824,824,478,195,69,4,0,1,77
"G74423","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74423",,,,,"ZCTA5 74423",,872,872,583,8,211,0,0,7,63
"G74425","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74425",,,,,"ZCTA5 74425",,1240,1240,1043,6,113,4,0,14,60
"G74426","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74426",,,,,"ZCTA5 74426",,9891,9891,6970,307,1781,39,3,39,752
"G74427","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74427",,,,,"ZCTA5 74427",,1383,1383,991,3,304,1,0,1,83
"G74428","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74428",,,,,"ZCTA5 74428",,882,882,668,11,129,1,0,18,55
"G74429","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74429",,,,,"ZCTA5 74429",,14445,14445,11031,426,1567,100,9,192,1120
"G74430","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74430",,,,,"ZCTA5 74430",,588,588,517,0,45,1,1,0,24
"G74431","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74431",,,,,"ZCTA5 74431",,918,918,566,18,225,0,1,2,106
"G74432","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74432",,,,,"ZCTA5 74432",,9730,9730,7192,272,1526,28,2,47,663
"G74434","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74434",,,,,"ZCTA5 74434",,9067,9067,5692,140,2225,15,5,209,781
"G74435","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74435",,,,,"ZCTA5 74435",,3185,3185,2176,2,729,15,1,15,247
"G74436","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74436",,,,,"ZCTA5 74436",,5078,5078,3531,350,606,4,0,55,532
"G74437","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74437",,,,,"ZCTA5 74437",,10448,10448,7632,205,1751,25,4,36,795
"G74438","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74438",,,,,"ZCTA5 74438",,163,163,121,0,37,0,0,0,5
"G74441","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74441",,,,,"ZCTA5 74441",,5362,5362,2863,17,1808,8,1,75,590
"G74442","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74442",,,,,"ZCTA5 74442",,920,920,703,2,122,1,2,9,81
"G74445","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74445",,,,,"ZCTA5 74445",,3226,3226,2275,95,612,2,2,14,226
"G74446","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74446",,,,,"ZCTA5 74446",,558,558,325,23,169,1,0,4,36
"G74447","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74447",,,,,"ZCTA5 74447",,17275,17275,9859,2727,3089,87,0,94,1419
"G74450","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74450",,,,,"ZCTA5 74450",,1948,1948,1259,49,439,3,0,11,187
"G74451","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74451",,,,,"ZCTA5 74451",,4283,4283,2599,26,1230,7,1,117,303
"G74452","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74452",,,,,"ZCTA5 74452",,473,473,282,0,148,0,0,0,43
"G74454","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74454",,,,,"ZCTA5 74454",,3179,3179,2199,248,444,11,0,61,216
"G74455","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74455",,,,,"ZCTA5 74455",,3158,3158,2206,8,648,10,0,6,280
"G74456","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74456",,,,,"ZCTA5 74456",,247,247,141,31,39,2,0,2,32
"G74457","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74457",,,,,"ZCTA5 74457",,608,608,268,4,261,1,0,4,70
"G74458","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74458",,,,,"ZCTA5 74458",,147,147,26,102,2,0,1,1,15
"G74459","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74459",,,,,"ZCTA5 74459",,86,86,25,50,1,0,0,0,10
"G74460","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74460",,,,,"ZCTA5 74460",,283,283,218,2,25,1,1,1,35
"G74462","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74462",,,,,"ZCTA5 74462",,7875,7875,5976,27,1213,44,0,106,509
"G74463","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74463",,,,,"ZCTA5 74463",,2033,2033,1124,598,202,4,4,50,51
"G74464","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74464",,,,,"ZCTA5 74464",,30111,30111,14953,502,10642,243,11,1003,2757
"G74467","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74467",,,,,"ZCTA5 74467",,14995,14995,10496,815,2133,57,6,112,1376
"G74468","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74468",,,,,"ZCTA5 74468",,263,263,176,2,50,0,0,0,35
"G74469","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74469",,,,,"ZCTA5 74469",,2531,2531,1650,60,560,0,4,13,244
"G74470","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74470",,,,,"ZCTA5 74470",,1693,1693,1066,15,447,6,0,4,155
"G74471","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74471",,,,,"ZCTA5 74471",,1800,1800,828,11,710,0,0,14,237
"G74472","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74472",,,,,"ZCTA5 74472",,554,554,408,0,82,1,0,7,56
"G74477","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74477",,,,,"ZCTA5 74477",,5,5,4,0,1,0,0,0,0
"G74501","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74501",,,,,"ZCTA5 74501",,29073,29073,21216,1385,3739,145,12,445,2131
"G74521","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74521",,,,,"ZCTA5 74521",,217,217,133,1,60,0,0,1,22
"G74522","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74522",,,,,"ZCTA5 74522",,344,344,235,6,61,5,0,0,37
"G74523","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74523",,,,,"ZCTA5 74523",,6048,6048,4627,32,987,11,2,53,336
"G74525","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74525",,,,,"ZCTA5 74525",,10112,10112,7313,503,1401,49,6,124,716
"G74528","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74528",,,,,"ZCTA5 74528",,174,174,125,0,40,0,0,0,9
"G74530","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74530",,,,,"ZCTA5 74530",,214,214,156,0,42,0,0,9,7
"G74531","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74531",,,,,"ZCTA5 74531",,1062,1062,838,2,134,2,0,13,73
"G74533","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74533",,,,,"ZCTA5 74533",,849,849,697,2,79,4,0,5,62
"G74534","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74534",,,,,"ZCTA5 74534",,250,250,201,0,32,0,0,0,17
"G74535","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74535",,,,,"ZCTA5 74535",,126,126,107,0,14,0,0,1,4
"G74536","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74536",,,,,"ZCTA5 74536",,1760,1760,1289,4,309,2,0,9,147
"G74538","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74538",,,,,"ZCTA5 74538",,4200,4200,3127,22,697,9,0,22,323
"G74540","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74540",,,,,"ZCTA5 74540",,172,172,102,0,59,0,0,0,11
"G74543","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74543",,,,,"ZCTA5 74543",,370,370,285,1,69,1,0,0,14
"G74546","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74546",,,,,"ZCTA5 74546",,824,824,575,2,181,3,0,4,59
"G74547","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74547",,,,,"ZCTA5 74547",,3463,3463,2324,68,692,8,2,26,343
"G74549","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74549",,,,,"ZCTA5 74549",,76,76,48,0,21,0,0,0,7
"G74552","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74552",,,,,"ZCTA5 74552",,1058,1058,800,34,125,0,0,15,84
"G74553","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74553",,,,,"ZCTA5 74553",,1384,1384,1041,5,221,0,0,11,106
"G74554","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74554",,,,,"ZCTA5 74554",,1744,1744,1259,27,217,10,2,39,190
"G74555","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74555",,,,,"ZCTA5 74555",,861,861,662,0,122,0,0,8,69
"G74556","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74556",,,,,"ZCTA5 74556",,422,422,323,4,39,0,0,2,54
"G74557","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74557",,,,,"ZCTA5 74557",,464,464,360,1,74,11,0,1,17
"G74558","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74558",,,,,"ZCTA5 74558",,455,455,364,1,69,0,3,0,18
"G74560","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74560",,,,,"ZCTA5 74560",,635,635,450,0,148,0,0,1,36
"G74561","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74561",,,,,"ZCTA5 74561",,2175,2175,1535,9,403,2,0,8,218
"G74562","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74562",,,,,"ZCTA5 74562",,937,937,695,6,167,0,0,25,44
"G74563","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74563",,,,,"ZCTA5 74563",,2042,2042,1391,4,504,2,0,12,129
"G74565","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74565",,,,,"ZCTA5 74565",,707,707,511,2,105,5,0,12,72
"G74567","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74567",,,,,"ZCTA5 74567",,242,242,201,1,30,0,0,0,10
"G74569","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74569",,,,,"ZCTA5 74569",,633,633,440,21,105,0,1,2,64
"G74570","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74570",,,,,"ZCTA5 74570",,1089,1089,849,2,170,0,1,3,64
"G74571","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74571",,,,,"ZCTA5 74571",,3765,3765,2197,44,1188,2,1,7,326
"G74572","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74572",,,,,"ZCTA5 74572",,712,712,498,0,165,0,0,1,48
"G74574","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74574",,,,,"ZCTA5 74574",,1080,1080,684,32,266,0,0,5,93
"G74576","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74576",,,,,"ZCTA5 74576",,210,210,166,0,31,1,0,0,12
"G74577","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74577",,,,,"ZCTA5 74577",,271,271,204,0,59,0,0,1,7
"G74578","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74578",,,,,"ZCTA5 74578",,6822,6822,5038,60,1118,28,1,53,524
"G74601","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74601",,,,,"ZCTA5 74601",,20257,20257,15052,723,2547,98,12,633,1192
"G74604","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74604",,,,,"ZCTA5 74604",,12301,12301,10775,129,665,96,0,124,512
"G74630","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74630",,,,,"ZCTA5 74630",,702,702,650,5,22,3,0,6,16
"G74631","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74631",,,,,"ZCTA5 74631",,7709,7709,6493,29,433,25,3,273,453
"G74632","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74632",,,,,"ZCTA5 74632",,578,578,522,3,18,4,1,10,20
"G74633","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74633",,,,,"ZCTA5 74633",,471,471,381,1,72,0,0,1,16
"G74636","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74636",,,,,"ZCTA5 74636",,268,268,248,0,8,0,0,2,10
"G74637","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74637",,,,,"ZCTA5 74637",,1899,1899,1152,23,530,3,1,4,186
"G74640","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74640",,,,,"ZCTA5 74640",,312,312,280,0,15,5,0,4,8
"G74641","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74641",,,,,"ZCTA5 74641",,715,715,594,0,88,1,0,4,28
"G74643","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74643",,,,,"ZCTA5 74643",,615,615,580,0,8,0,0,16,11
"G74644","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74644",,,,,"ZCTA5 74644",,478,478,337,1,109,1,0,3,27
"G74646","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74646",,,,,"ZCTA5 74646",,233,233,206,0,8,0,0,12,7
"G74647","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74647",,,,,"ZCTA5 74647",,3765,3765,3061,35,430,10,0,29,200
"G74650","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74650",,,,,"ZCTA5 74650",,693,693,500,4,114,2,0,2,71
"G74651","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74651",,,,,"ZCTA5 74651",,743,743,314,3,364,0,0,7,55
"G74652","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74652",,,,,"ZCTA5 74652",,897,897,717,1,96,4,0,3,76
"G74653","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74653",,,,,"ZCTA5 74653",,3892,3892,3070,50,520,16,0,127,109
"G74701","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74701",,,,,"ZCTA5 74701",,22365,22365,16782,395,3058,152,2,496,1480
"G74720","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74720",,,,,"ZCTA5 74720",,608,608,425,13,98,0,0,4,68
"G74722","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74722",,,,,"ZCTA5 74722",,286,286,183,0,78,0,0,8,17
"G74723","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74723",,,,,"ZCTA5 74723",,1729,1729,1273,6,345,2,1,12,90
"G74724","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74724",,,,,"ZCTA5 74724",,377,377,220,2,116,1,0,5,33
"G74726","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74726",,,,,"ZCTA5 74726",,2398,2398,1939,7,277,1,0,20,154
"G74727","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74727",,,,,"ZCTA5 74727",,2038,2038,1346,78,411,7,0,50,146
"G74728","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74728",,,,,"ZCTA5 74728",,11343,11343,7873,462,1904,41,2,328,733
"G74729","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74729",,,,,"ZCTA5 74729",,2741,2741,2088,7,388,5,2,22,229
"G74730","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74730",,,,,"ZCTA5 74730",,4259,4259,3169,19,635,23,3,50,360
"G74731","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74731",,,,,"ZCTA5 74731",,1747,1747,1460,17,113,11,1,31,114
"G74733","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74733",,,,,"ZCTA5 74733",,2853,2853,2186,161,183,7,0,71,245
"G74734","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74734",,,,,"ZCTA5 74734",,1087,1087,852,49,140,3,0,5,38
"G74735","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74735",,,,,"ZCTA5 74735",,1549,1549,1168,47,270,5,0,4,55
"G74736","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74736",,,,,"ZCTA5 74736",,1178,1178,931,27,142,1,1,18,58
"G74738","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74738",,,,,"ZCTA5 74738",,560,560,345,116,55,0,0,8,36
"G74740","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74740",,,,,"ZCTA5 74740",,2288,2288,1619,278,214,3,0,17,157
"G74741","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74741",,,,,"ZCTA5 74741",,972,972,802,17,90,1,2,9,51
"G74743","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74743",,,,,"ZCTA5 74743",,8537,8537,5181,1334,1327,23,0,58,614
"G74745","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74745",,,,,"ZCTA5 74745",,9912,9912,5877,1892,1158,38,1,387,559
"G74747","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74747",,,,,"ZCTA5 74747",,153,153,123,0,15,0,0,1,14
"G74748","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74748",,,,,"ZCTA5 74748",,642,642,526,0,75,1,0,1,39
"G74750","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74750",,,,,"ZCTA5 74750",,364,364,276,6,51,7,0,3,21
"G74753","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74753",,,,,"ZCTA5 74753",,52,52,39,0,8,0,0,0,5
"G74754","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74754",,,,,"ZCTA5 74754",,385,385,286,0,76,2,0,3,18
"G74755","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74755",,,,,"ZCTA5 74755",,83,83,80,0,2,0,0,1,0
"G74756","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74756",,,,,"ZCTA5 74756",,870,870,671,10,144,2,0,2,41
"G74759","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74759",,,,,"ZCTA5 74759",,1358,1358,857,70,308,3,0,12,108
"G74760","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74760",,,,,"ZCTA5 74760",,295,295,236,1,49,1,0,2,6
"G74761","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74761",,,,,"ZCTA5 74761",,70,70,64,0,2,0,0,0,4
"G74764","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74764",,,,,"ZCTA5 74764",,3473,3473,2642,133,452,10,0,22,214
"G74766","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74766",,,,,"ZCTA5 74766",,1595,1595,926,42,445,6,0,3,173
"G74801","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74801",,,,,"ZCTA5 74801",,21657,21657,15715,797,3296,79,20,277,1473
"G74804","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74804",,,,,"ZCTA5 74804",,19631,19631,15265,612,2275,216,6,185,1072
"G74820","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74820",,,,,"ZCTA5 74820",,30802,30802,21551,860,5480,235,15,391,2270
"G74824","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74824",,,,,"ZCTA5 74824",,1253,1253,1096,12,59,0,0,4,82
"G74825","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74825",,,,,"ZCTA5 74825",,2170,2170,1619,6,359,4,1,8,173
"G74826","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74826",,,,,"ZCTA5 74826",,1252,1252,1026,2,123,4,3,12,82
"G74827","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74827",,,,,"ZCTA5 74827",,387,387,318,0,41,0,0,0,28
"G74829","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74829",,,,,"ZCTA5 74829",,1521,1521,731,598,89,2,0,22,79
"G74830","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74830",,,,,"ZCTA5 74830",,229,229,175,4,36,0,0,2,12
"G74831","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74831",,,,,"ZCTA5 74831",,923,923,744,7,107,1,0,19,45
"G74832","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74832",,,,,"ZCTA5 74832",,936,936,788,8,58,0,0,5,77
"G74833","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74833",,,,,"ZCTA5 74833",,703,703,480,60,108,3,0,4,48
"G74834","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74834",,,,,"ZCTA5 74834",,7590,7590,6551,279,330,21,3,41,365
"G74836","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74836",,,,,"ZCTA5 74836",,171,171,103,0,56,0,0,0,12
"G74837","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74837",,,,,"ZCTA5 74837",,310,310,210,5,78,0,0,0,17
"G74839","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74839",,,,,"ZCTA5 74839",,770,770,432,17,212,0,0,4,105
"G74840","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74840",,,,,"ZCTA5 74840",,1924,1924,1402,74,271,6,0,16,155
"G74842","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74842",,,,,"ZCTA5 74842",,135,135,98,0,25,0,0,0,12
"G74843","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74843",,,,,"ZCTA5 74843",,340,340,280,1,46,0,0,0,13
"G74844","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74844",,,,,"ZCTA5 74844",,371,371,280,7,61,1,0,0,22
"G74845","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74845",,,,,"ZCTA5 74845",,494,494,260,10,179,0,0,1,44
"G74848","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74848",,,,,"ZCTA5 74848",,8326,8326,5600,659,1411,25,3,192,436
